#gene	percentage_gene_coverage	gene_mean_read_coverage	percentage_gene_low_coverage	number_positions_multiple_alleles	percentage_gene_identity
gb:KU509279|Organism:Dengue_virus_3|Strain_Name:DENV3-632|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:KU509286|Organism:Dengue_virus_3|Strain_Name:DENV3-9468|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:JN697379|Organism:Dengue_virus_3|Strain_Name:DENV3/BR/D3LIMHO/2006|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:GU363549|Organism:Dengue_virus_3|Strain_Name:GZ1D3|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0	0	0	0
gb:JN662391|Organism:Dengue_virus_3|Strain_Name:GZ2D3|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:KJ622197|Organism:Dengue_virus_3|Strain_Name:HN/2013/107|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KJ622198|Organism:Dengue_virus_3|Strain_Name:HN/2013/108|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KJ622191|Organism:Dengue_virus_3|Strain_Name:HN/2013/11|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KJ622192|Organism:Dengue_virus_3|Strain_Name:HN/2013/20|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KJ622193|Organism:Dengue_virus_3|Strain_Name:HN/2013/21|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KJ622194|Organism:Dengue_virus_3|Strain_Name:HN/2013/22|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KJ622195|Organism:Dengue_virus_3|Strain_Name:HN/2013/50|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KJ622196|Organism:Dengue_virus_3|Strain_Name:HN/2013/92|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KX855927|Organism:Dengue_virus_3|Strain_Name:I/B/DENV3/2014|Segment:null|Subtype:3-III|Host:Human|gaps_removed|seqTyping_3-III	0.0	0.0	100.0	0	0
gb:MF004386|Organism:Dengue_virus_3|Strain_Name:Malaysia_CNR_17046/2012|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:KC762681|Organism:Dengue_virus_3|Strain_Name:MKS-0057|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:KC762682|Organism:Dengue_virus_3|Strain_Name:MKS-0076|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:KC762683|Organism:Dengue_virus_3|Strain_Name:MKS-0079|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:KC762684|Organism:Dengue_virus_3|Strain_Name:MKS-0098|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:KC762686|Organism:Dengue_virus_3|Strain_Name:MKS-0172|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:KC762685|Organism:Dengue_virus_3|Strain_Name:MKS-0388|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:KC762687|Organism:Dengue_virus_3|Strain_Name:MKS-0396|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:KC762688|Organism:Dengue_virus_3|Strain_Name:MKS-2006|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:KC762689|Organism:Dengue_virus_3|Strain_Name:MKS-2065|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:KC762690|Organism:Dengue_virus_3|Strain_Name:MKS-3000|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:KC762691|Organism:Dengue_virus_3|Strain_Name:MKS-IF058|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:KC762692|Organism:Dengue_virus_3|Strain_Name:MKS-WS78|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:KC762693|Organism:Dengue_virus_3|Strain_Name:MKS-WS79b|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:JQ920481|Organism:Dengue_virus_3|Strain_Name:NC89/060289-283|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:JQ920483|Organism:Dengue_virus_3|Strain_Name:NC95/170895-3750|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:JQ920482|Organism:Dengue_virus_3|Strain_Name:NC95/240295-418|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:JQ920484|Organism:Dengue_virus_3|Strain_Name:NC95/271295-4197|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:JQ920486|Organism:Dengue_virus_3|Strain_Name:NC96/181196-4690|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:JQ920485|Organism:Dengue_virus_3|Strain_Name:NC96/211096-4631|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:HQ235027|Organism:Dengue_virus_3|Strain_Name:PAR_DENV3_5532-07|Segment:null|Subtype:3-III|Host:Human|gaps_removed|seqTyping_3-III	0.0	0	0	0	0
gb:AY744677|Organism:Dengue_virus_3|Strain_Name:PF89/27643|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:AY744678|Organism:Dengue_virus_3|Strain_Name:PF89/320219|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:AY744679|Organism:Dengue_virus_3|Strain_Name:PF90/3050|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:AY744680|Organism:Dengue_virus_3|Strain_Name:PF90/3056|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:AY744681|Organism:Dengue_virus_3|Strain_Name:PF90/6056|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:JQ920476|Organism:Dengue_virus_3|Strain_Name:PF91/090891-22130|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:AY744682|Organism:Dengue_virus_3|Strain_Name:PF92/2956|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:AY744683|Organism:Dengue_virus_3|Strain_Name:PF92/2986|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:AY744684|Organism:Dengue_virus_3|Strain_Name:PF92/4190|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:JQ920477|Organism:Dengue_virus_3|Strain_Name:PF93/200493-110185|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:AY744685|Organism:Dengue_virus_3|Strain_Name:PF94/136116|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:JQ920478|Organism:Dengue_virus_3|Strain_Name:PF95/190795-20064|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:JQ920480|Organism:Dengue_virus_3|Strain_Name:PF96/040996-24881|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:JQ920479|Organism:Dengue_virus_3|Strain_Name:PF96/150296-46183|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:KY921907|Organism:Dengue_virus_3|Strain_Name:SG(EHI)D3/15095Y15|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:KY921906|Organism:Dengue_virus_3|Strain_Name:SG(EHI)D3/23167Y15|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:GU370053|Organism:Dengue_virus_3|Strain_Name:SGEHI(D3)0235Y07|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:KY849771|Organism:Dengue_virus_3|Strain_Name:UI16836|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KY849773|Organism:Dengue_virus_3|Strain_Name:UI17402|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KY849775|Organism:Dengue_virus_3|Strain_Name:UI17706|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KY849769|Organism:Dengue_virus_3|Strain_Name:UI17760|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KY849770|Organism:Dengue_virus_3|Strain_Name:UI17816|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KY849772|Organism:Dengue_virus_3|Strain_Name:UI17982|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KY849774|Organism:Dengue_virus_3|Strain_Name:UI18630|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:JN368477|Organism:Dengue_virus_3|Strain_Name:UNKNOWN-JN368477|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:HQ332170|Organism:Dengue_virus_3|Strain_Name:VE_61051_2006|Segment:null|Subtype:3-III|Host:Human|gaps_removed|seqTyping_3-III	0.0	0	0	0	0
gb:JQ920487|Organism:Dengue_virus_3|Strain_Name:WF89/140889-4838|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:JQ920488|Organism:Dengue_virus_3|Strain_Name:WF95/050495-1650|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:JQ920489|Organism:Dengue_virus_3|Strain_Name:WF95/090595-2448|Segment:null|Subtype:3-I|Host:Human|gaps_removed|seqTyping_3-I	0.0	0.0	100.0	0	0
gb:KF824902|Organism:Dengue_virus_3|Strain_Name:YN01|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:KF824903|Organism:Dengue_virus_3|Strain_Name:YN02|Segment:null|Subtype:3-II|Host:Human|gaps_removed|seqTyping_3-II	0.0	0.0	100.0	0	0
gb:MF370226|Organism:Dengue_virus_3|Strain_Name:YNPE3|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:JF504679|Organism:Dengue_virus_3|Strain_Name:ZJYW2009|Segment:null|Subtype:3|Host:Human|gaps_removed|seqTyping_3	0.0	0.0	100.0	0	0
gb:KF907503|Organism:Dengue_virus_4|Strain_Name:Dakar_HD_34460|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KY586839|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq10|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586850|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq18|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586830|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq2|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586859|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq24|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586860|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq25|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586863|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq27|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586867|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq29|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586831|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq3|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586872|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq31|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586875|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq33|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586833|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq4|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586899|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq44|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586904|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq47|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586906|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq48|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586834|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq5|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586912|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq52|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586913|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq53|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586917|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq57|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586835|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq6|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586929|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq66|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586933|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq70|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586935|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq72|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586940|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq77|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586942|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq79|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586837|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq8|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586945|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_Bangkok_Seq82|Segment:null|Subtype:4-III|Host:Human|gaps_removed|seqTyping_4-III	0.0	0.0	100.0	0	0
gb:KY586868|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_nonBKK_Seq17|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586901|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_nonBKK_Seq35|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586923|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_nonBKK_Seq39|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY586832|Organism:Dengue_virus|Strain_Name:Ser4_Thailand_nonBKK_Seq7|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KX059035|Organism:Dengue_virus|Strain_Name:SL2450_G_SriLanka_2012.786|Segment:null|Subtype:4|Host:Human|gaps_removed|seqTyping_4	0.0	0.0	100.0	0	0
gb:KX059018|Organism:Dengue_virus|Strain_Name:SL588_C_SriLanka_2012.381|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KX059020|Organism:Dengue_virus|Strain_Name:SL612_C_SriLanka_2012.822|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KX059025|Organism:Dengue_virus|Strain_Name:SL723_C_SriLanka_2013.101|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KX059026|Organism:Dengue_virus|Strain_Name:SL747_C_SriLanka_2013.142|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KT026308|Organism:Dengue_virus|Strain_Name:TH11/1194|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KT026309|Organism:Dengue_virus|Strain_Name:TH11/1373|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KY474335|Organism:Dengue_virus_4|Strain_Name:00151-P|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KR922405|Organism:Dengue_virus_4|Strain_Name:11/1666|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:MG601754|Organism:Dengue_virus_4|Strain_Name:2013JH285|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:GU289913|Organism:Dengue_virus_4|Strain_Name:341750|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KP188557|Organism:Dengue_virus_4|Strain_Name:BR/SJRP/500/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KP188558|Organism:Dengue_virus_4|Strain_Name:BR/SJRP/505/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KP188562|Organism:Dengue_virus_4|Strain_Name:BR/SJRP/580/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KP188563|Organism:Dengue_virus_4|Strain_Name:BR/SJRP/610/2013|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KP188564|Organism:Dengue_virus_4|Strain_Name:BR/SJRP/614/2013|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KP188566|Organism:Dengue_virus_4|Strain_Name:BR/SJRP/850/2013|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:JN983813|Organism:Dengue_virus_4|Strain_Name:Br246RR/10|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:MG272272|Organism:Dengue_virus_4|Strain_Name:D4/IND/PUNE/IRSHA-FG-01_(1028)|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:MG272274|Organism:Dengue_virus_4|Strain_Name:D4/IND/PUNE/IRSHA-FG-03_(S-49)|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KF041260|Organism:Dengue_virus_4|Strain_Name:D4/Pakistan/150/2009|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:MF004387|Organism:Dengue_virus_4|Strain_Name:Dakar_HD_34460|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:FJ024476|Organism:Dengue_virus_4|Strain_Name:DENV-4/CO/BID-V1600/1997|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:GQ868579|Organism:Dengue_virus_4|Strain_Name:DENV-4/CO/BID-V3406/2001|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:GQ868580|Organism:Dengue_virus_4|Strain_Name:DENV-4/CO/BID-V3407/2001|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:GQ868583|Organism:Dengue_virus_4|Strain_Name:DENV-4/CO/BID-V3410/2004|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:GQ868584|Organism:Dengue_virus_4|Strain_Name:DENV-4/CO/BID-V3411/2004|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:GQ868585|Organism:Dengue_virus_4|Strain_Name:DENV-4/CO/BID-V3412/2005|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:JQ922560|Organism:Dengue_virus_4|Strain_Name:DENV-4/IND/0952326/2009|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:JQ922558|Organism:Dengue_virus_4|Strain_Name:DENV-4/IND/624000/1962|Segment:null|Subtype:4-|Host:Human|gaps_removed|seqTyping_4-	0.0	0.0	100.0	0	0
gb:JQ922559|Organism:Dengue_virus_4|Strain_Name:DENV-4/IND/793679/1979|Segment:null|Subtype:4|Host:Human|gaps_removed|seqTyping_4	0.0	0.0	100.0	0	0
gb:KF955510|Organism:Dengue_virus_4|Strain_Name:DENV-4/KH/BID-V2055/2002|Segment:null|Subtype:4-I|Host:Human|gaps_removed|seqTyping_4-I	0.0	0.0	100.0	0	0
gb:KJ579243|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR12_TVP17898/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KJ579244|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR20_TVP17906/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KJ579245|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR23_TVP17909/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KJ579246|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR24_TVP17910/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KJ579247|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR27_TVP17913/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KJ579248|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR28_TVP17914/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KJ579240|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR2_TVP17888/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KJ596658|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR33_TVP17919/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KJ596659|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR35_TVP17921/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KJ596660|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR40_TVP17926/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KJ596661|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR44_TVP17930/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KJ596662|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR47_TVP17933/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KJ596663|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR48_TVP17934/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
gb:KJ596665|Organism:Dengue_virus_4|Strain_Name:DENV-4/MT/BR52_TVP17938/2012|Segment:null|Subtype:4-II|Host:Human|gaps_removed|seqTyping_4-II	0.0	0.0	100.0	0	0
